<PARSED TEXT FOR SHEET: 1 / 22 TABS
TAB NAME: seasons>
index,season_id,season_name,sequence,league_id,format,cancelled,status,note,regular_source,playoff_source,cancellation_source,entry_fee_paid_per_franchise,placement_prizes_carried_to,winner_points,runner_up_points,source_id
0,S2007,2007-08,1,,Yahoo Total Points,False,Placements supplied by Dan,Yahoo final standings and fantasy points provided by Dan; championship placements confirmed separately.,"Yahoo final standings screenshot provided by Dan, 2026-09-23",,,,,,,SRC1
1,S2008,2008-09,2,,Yahoo Total Points,False,Placements supplied by Dan,"The second Yahoo season was wiped out, but Dan confirmed the final placements: Young Guns first, Red Army second, and Green Machine third.","Dan, conversation dated 2026-09-13",,,,,,,SRC1
2,S2009,2009-10,3,4nxqwzxpfz1d715m,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/standings,,,,,1340.0,1259.0,SRC1
3,S2010,2010-11,4,pdezhajvgab9qbra,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/pdezhajvgab9qbra/standings,,,,,1209.0,1176.0,SRC1
4,S2011,2011-12,5,xursbrulgmqhc5qu,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/xursbrulgmqhc5qu/standings,,,,,1139.0,1135.0,SRC1
5,S2012,2012-13,6,dyiile6ph3yf4dyq,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/dyiile6ph3yf4dyq/standings,,,,,755.0,690.0,SRC1
6,S2013,2013-14,7,g8zzlawwhg6lmtpj,Total points,False,Points standings winner,"Dynasty and Red Army tied for second at 1,129 points. Green Machine (then RedBlacks) finished four points ahead. Points are full-season totals.",https://www.fantrax.com/fantasy/league/g8zzlawwhg6lmtpj/standings,,,,,1133.0,1129.0,SRC1
7,S2014,2014-15,8,pvmor9fxhufk9rhr,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/pvmor9fxhufk9rhr/standings,,,,,1213.0,1113.0,SRC1
8,S2015,2015-16,9,e3cwn7d5i8g49t4p,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/e3cwn7d5i8g49t4p/standings,,,,,1002.0,986.0,SRC1
9,S2016,2016-17,10,i7yphebdimwcn5cv,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/i7yphebdimwcn5cv/standings,,,,,1004.0,944.0,SRC1
10,S2017,2017-18,11,xv9iijqkj1dduk1b,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/xv9iijqkj1dduk1b/standings,,,,,1051.0,1047.0,SRC1
11,S2018,2018-19,12,mic96oxljfs6ubfe,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/mic96oxljfs6ubfe/standings,,,,,1150.0,1139.0,SRC1
12,S2019,2019-20,13,cj3jidirju87uli4,Head-to-head,True,Cancelled (COVID-19),"Season cancelled due to COVID-19. No champion awarded, confirmed by Dan.",https://www.fantrax.com/fantasy/league/cj3jidirju87uli4/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/cj3jidirju87uli4/standings;view=PLAYOFFS,"Dan, conversation dated 2026-09-13",,2020-21,,,SRC1
13,S2020,2020-21,14,9229s6x3kevhmuyj,Head-to-head,False,Playoff bracket winner,Champion and finalist taken from the championship bracket. The playoff standings table is ordered by record and may differ from final placement.,https://www.fantrax.com/fantasy/league/9229s6x3kevhmuyj/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/9229s6x3kevhmuyj/standings;view=PLAYOFFS,,15.0,,141.0,135.0,SRC1
14,S2021,2021-22,15,i9eqqej2kr550m15,Head-to-head,False,Playoff bracket winner,Champion and finalist taken from the championship bracket. The playoff standings table is ordered by record and may differ from final placement.,https://www.fantrax.com/fantasy/league/i9eqqej2kr550m15/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/i9eqqej2kr550m15/standings;view=PLAYOFFS,,,,107.0,99.0,SRC1
15,S2022,2022-23,16,9kixyjwzl2yl39hg,Head-to-head,False,Playoff bracket winner,Champion and finalist taken from the championship bracket. The playoff standings table is ordered by record and may differ from final placement.,https://www.fantrax.com/fantasy/league/9kixyjwzl2yl39hg/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/9kixyjwzl2yl39hg/standings;view=PLAYOFFS,,,,86.0,78.0,SRC1
16,S2023,2023-24,17,wmqjvbx4lgif9ok3,Head-to-head,False,Playoff bracket winner,Champion and finalist taken from the championship bracket. The playoff standings table is ordered by record and may differ from final placement.,https://www.fantrax.com/fantasy/league/wmqjvbx4lgif9ok3/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/wmqjvbx4lgif9ok3/standings;view=PLAYOFFS,,,,72.0,63.0,SRC1
17,S2024,2024-25,18,9kxgg0k1lvaziiqu,Head-to-head,False,Playoff bracket winner,Champion and finalist taken from the championship bracket. The playoff standings table is ordered by record and may differ from final placement.,https://www.fantrax.com/fantasy/league/9kxgg0k1lvaziiqu/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/9kxgg0k1lvaziiqu/standings;view=PLAYOFFS,,,,57.0,49.0,SRC1
18,S2025,2025-26,19,vxqmljf1ma1ct9af,Head-to-head,False,Playoff bracket winner,Champion and finalist taken from the championship bracket. The playoff standings table is ordered by record and may differ from final placement.,https://www.fantrax.com/fantasy/league/vxqmljf1ma1ct9af/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/vxqmljf1ma1ct9af/standings;view=PLAYOFFS,,,,57.0,53.0,SRC1
<PARSED TEXT FOR SHEET: 2 / 22 TABS
TAB NAME: franchises>
index,franchise_id,franchise_name,active_in_2025_26,source_id
0,F001,Ammon Keys Balls,True,SRC1
1,F002,Androids,False,SRC1
2,F003,Big Bogan Beaking,True,SRC1
3,F004,BookHockey,True,SRC1
4,F005,Brasse Camarade,True,SRC1
5,F006,Formenton’s Construction Company,True,SRC1
6,F007,Gravel Road Cops,False,SRC1
7,F008,Green Machine,True,SRC1
8,F009,Janick,False,SRC1
9,F010,Jayhawks,False,SRC1
10,F011,Les Pousseux D'Puck,False,SRC1
11,F012,Lone Tsar,True,SRC1
12,F013,Longshots,False,SRC1
13,F014,Morning Sherwoods,True,SRC1
14,F015,Mullet Mafia,True,SRC1
15,F016,Multiple Scoregasms,True,SRC1
16,F017,North Shore Explorers,True,SRC1
17,F018,One Man Bang,True,SRC1
18,F019,Orcas,True,SRC1
19,F020,The Mighty Chucks,False,SRC1
20,F021,Young Guns,True,SRC1
<PARSED TEXT FOR SHEET: 3 / 22 TABS
TAB NAME: franchise_aliases>
index,alias_id,franchise_id,alias_name,source_id
0,A001,F012,Red Army,SRC1
1,A002,F012,Lone⚡️Tsar,SRC1
2,A003,F012,Ꮮσոє⚡️𐌕รคг,SRC1
3,A004,F021,Dicken Cider,SRC1
4,A005,F021,Dickens Cider,SRC1
5,A006,F021,Moncton Young Guns,SRC1
6,A007,F018,One Man Bang 💥,SRC1
7,A008,F005,Brasse-Camarade,SRC1
8,A009,F008,RedBlacks,SRC1
9,A010,F016,Oduya Laich Little Boyes Semin?,SRC1
10,A011,F016,The Jesus Krejcis,SRC1
11,A012,F016,I'm back bitches!,SRC1
12,A013,F005,Maple Leaf Sports & Entertainment,SRC1
13,A014,F008,E P C,SRC1
14,A015,F008,EPC,SRC1
15,A016,F008,est plan de crisse,SRC1
16,A017,F008,esti plan de crisse,SRC1
17,A018,F008,Esti plan de crisse,SRC1
18,A019,F019,Marz Voltaz,SRC1
19,A020,F019,Mars Voltaz,SRC1
20,A021,F019,MarsVoltaz,SRC1
21,A022,F002,Victorious Secret,SRC1
22,A023,F009,JDPower,SRC1
23,A024,F008,Snitches Bitches,SRC1
24,A025,F018,One Man Band,SRC1
25,A026,F015,The Hitmen,SRC1
26,A027,F004,Dynasty,SRC1
27,A028,F016,Multiple Scorgasms,SRC1
28,A029,F002,Traveling Milburys,SRC1
29,A030,F003,BigBogan,SRC1
30,A031,F007,Government Race Cars,SRC1
31,A032,F002,Drouin it to Win,SRC1
32,A033,F016,Les Lignes a Hardes,SRC1
33,A034,F013,Landry's Longshots,SRC1
34,A035,F013,Faksa fait chier,SRC1
35,A036,F012,Red Wings,SRC1
36,A037,F004,The Dynasty,SRC1
37,A038,F013,Landry’s longshots,SRC1
38,A039,F016,The Jesus Kreicjis,SRC1
<PARSED TEXT FOR SHEET: 4 / 22 TABS
TAB NAME: season_members>
index,season_member_id,season_id,franchise_id,source_id
0,S2007_F019,S2007,F019,SRC1
1,S2007_F002,S2007,F002,SRC1
2,S2007_F008,S2007,F008,SRC1
3,S2007_F021,S2007,F021,SRC1
4,S2007_F013,S2007,F013,SRC1
5,S2007_F012,S2007,F012,SRC1
6,S2007_F009,S2007,F009,SRC1
7,S2007_F004,S2007,F004,SRC1
8,S2008_F012,S2008,F012,SRC1
9,S2008_F019,S2008,F019,SRC1
10,S2008_F021,S2008,F021,SRC1
11,S2008_F002,S2008,F002,SRC1
12,S2008_F004,S2008,F004,SRC1
13,S2008_F008,S2008,F008,SRC1
14,S2008_F013,S2008,F013,SRC1
15,S2008_F016,S2008,F016,SRC1
16,S2008_F010,S2008,F010,SRC1
17,S2008_F020,S2008,F020,SRC1
18,S2009_F019,S2009,F019,SRC1
19,S2009_F012,S2009,F012,SRC1
20,S2009_F004,S2009,F004,SRC1
21,S2009_F013,S2009,F013,SRC1
22,S2009_F008,S2009,F008,SRC1
23,S2009_F021,S2009,F021,SRC1
24,S2009_F020,S2009,F020,SRC1
25,S2009_F010,S2009,F010,SRC1
26,S2009_F016,S2009,F016,SRC1
27,S2009_F002,S2009,F002,SRC1
28,S2010_F019,S2010,F019,SRC1
29,S2010_F012,S2010,F012,SRC1
30,S2010_F004,S2010,F004,SRC1
31,S2010_F010,S2010,F010,SRC1
32,S2010_F021,S2010,F021,SRC1
33,S2010_F013,S2010,F013,SRC1
34,S2010_F016,S2010,F016,SRC1
35,S2010_F008,S2010,F008,SRC1
36,S2010_F020,S2010,F020,SRC1
37,S2010_F002,S2010,F002,SRC1
38,S2011_F021,S2011,F021,SRC1
39,S2011_F004,S2011,F004,SRC1
40,S2011_F013,S2011,F013,SRC1
41,S2011_F008,S2011,F008,SRC1
42,S2011_F019,S2011,F019,SRC1
43,S2011_F010,S2011,F010,SRC1
44,S2011_F020,S2011,F020,SRC1
45,S2011_F016,S2011,F016,SRC1
46,S2011_F002,S2011,F002,SRC1
47,S2011_F012,S2011,F012,SRC1
48,S2012_F012,S2012,F012,SRC1
49,S2012_F021,S2012,F021,SRC1
50,S2012_F020,S2012,F020,SRC1
51,S2012_F002,S2012,F002,SRC1
52,S2012_F010,S2012,F010,SRC1
53,S2012_F008,S2012,F008,SRC1
54,S2012_F016,S2012,F016,SRC1
55,S2012_F004,S2012,F004,SRC1
56,S2012_F019,S2012,F019,SRC1
57,S2012_F013,S2012,F013,SRC1
58,S2013_F008,S2013,F008,SRC1
59,S2013_F004,S2013,F004,SRC1
60,S2013_F012,S2013,F012,SRC1
61,S2013_F010,S2013,F010,SRC1
62,S2013_F016,S2013,F016,SRC1
63,S2013_F002,S2013,F002,SRC1
64,S2013_F019,S2013,F019,SRC1
65,S2013_F021,S2013,F021,SRC1
66,S2013_F015,S2013,F015,SRC1
67,S2013_F013,S2013,F013,SRC1
68,S2014_F012,S2014,F012,SRC1
69,S2014_F021,S2014,F021,SRC1
70,S2014_F004,S2014,F004,SRC1
71,S2014_F015,S2014,F015,SRC1
72,S2014_F019,S2014,F019,SRC1
73,S2014_F010,S2014,F010,SRC1
74,S2014_F007,S2014,F007,SRC1
75,S2014_F013,S2014,F013,SRC1
76,S2014_F002,S2014,F002,SRC1
77,S2014_F016,S2014,F016,SRC1
78,S2014_F005,S2014,F005,SRC1
79,S2014_F008,S2014,F008,SRC1
80,S2015_F013,S2015,F013,SRC1
